Country Name,Year,TerrIdx
Indonesia,2006,4.029
France,2006,3.885
Peru,2006,3.799
Mexico,2006,3.762
Morocco,2006,3.51
Greece,2006,3.26
Jordan,2006,3.239
Tunisia,2006,2.961
United States,2006,2.923
Mauritania,2006,2.221
Georgia,2006,2.068
Germany,2006,2.055
Haiti,2006,1.859
Italy,2006,1.707
Honduras,2006,1.694
Guatemala,2006,1.677
Bolivia,2006,1.388
Venezuela,2006,1.099
South Africa,2006,0.999
Tajikistan,2006,0.831
Switzerland,2006,0.817
Macedonia,2006,0.698
Austria,2006,0.551
Canada,2006,0.477
Ireland,2006,0.468
Armenia,2006,0.458
Azerbaijan,2006,0.458
Sweden,2006,0.42
Trinidad and Tobago,2006,0.344
Guyana,2006,0.305
Norway,2006,0.239
Ecuador,2006,0.172
Ukraine,2006,0.153
Argentina,2006,0.143
Netherlands,2006,0.143
Djibouti,2006,0.124
Lesotho,2006,0.115
Uruguay,2006,0.115
Swaziland,2006,0.105
Australia,2006,0.076
Croatia,2006,0.057
Japan,2006,0.038
Cambodia,2006,0.038
New Zealand,2006,0.029
Albania,2006,0.01
Czech Republic,2006,0.01
Bulgaria,2006,0
Belarus,2006,0
Botswana,2006,0
Costa Rica,2006,0
Denmark,2006,0
Dominican Republic,2006,0
Estonia,2006,0
Finland,2006,0
Ghana,2006,0
Guinea,2006,0
Gambia,2006,0
Hungary,2006,0
Iceland,2006,0
Jamaica,2006,0
Lithuania,2006,0
Latvia,2006,0
Mauritius,2006,0
Malawi,2006,0
Malaysia,2006,0
Nicaragua,2006,0
Panama,2006,0
Poland,2006,0
Portugal,2006,0
Paraguay,2006,0
Romania,2006,0
Singapore,2006,0
Sierra Leone,2006,0
El Salvador,2006,0
Slovenia,2006,0
Turkmenistan,2006,0
Vietnam,2006,0
Zambia,2006,0
Pakistan,2005,6.375
United States,2005,6.11
Spain,2005,5.869
Philippines,2005,5.772
Uganda,2005,5.695
United Kingdom,2005,5.606
Thailand,2005,5.605
Indonesia,2005,5.552
Egypt,2005,5.17
Turkey,2005,5.147
Jordan,2005,4.586
Kenya,2005,4.32
Lebanon,2005,4.168
France,2005,3.988
Mauritania,2005,3.564
Yemen,2005,3.27
Georgia,2005,3.178
Peru,2005,3.124
Morocco,2005,3.05
Honduras,2005,3.044
Italy,2005,2.791
Greece,2005,2.648
Haiti,2005,2.49
Macedonia,2005,2.185
Germany,2005,2.164
Tunisia,2005,1.586
Sweden,2005,1.463
Trinidad and Tobago,2005,1.463
Guatemala,2005,1.393
Venezuela,2005,1.087
Ecuador,2005,1.033
Mexico,2005,0.943
Netherlands,2005,0.838
Cambodia,2005,0.81
Tajikistan,2005,0.733
Argentina,2005,0.642
Djibouti,2005,0.496
Uruguay,2005,0.458
South Africa,2005,0.449
Bolivia,2005,0.267
Croatia,2005,0.267
Japan,2005,0.258
Azerbaijan,2005,0.181
Ukraine,2005,0.172
Switzerland,2005,0.143
New Zealand,2005,0.124
Swaziland,2005,0.115
Bulgaria,2005,0.105
Canada,2005,0.076
Czech Republic,2005,0.067
Albania,2005,0.048
Armenia,2005,0.048
Poland,2005,0.048
Ireland,2005,0.038
Norway,2005,0.038
Vietnam,2005,0.038
Belarus,2005,0.029
Turkmenistan,2005,0.029
Malaysia,2005,0.019
Zambia,2005,0.019
Australia,2005,0.01
Guyana,2005,0.01
Austria,2005,0
Botswana,2005,0
Costa Rica,2005,0
Denmark,2005,0
Dominican Republic,2005,0
Estonia,2005,0
Finland,2005,0
Ghana,2005,0
Guinea,2005,0
Gambia,2005,0
Hungary,2005,0
Iceland,2005,0
Jamaica,2005,0
Lesotho,2005,0
Lithuania,2005,0
Latvia,2005,0
Mauritius,2005,0
Malawi,2005,0
Nicaragua,2005,0
Panama,2005,0
Portugal,2005,0
Paraguay,2005,0
Romania,2005,0
Singapore,2005,0
Sierra Leone,2005,0
El Salvador,2005,0
Slovenia,2005,0
Pakistan,2004,6.375
United States,2004,6.11
Spain,2004,5.869
Philippines,2004,5.772
Uganda,2004,5.695
United Kingdom,2004,5.606
Thailand,2004,5.605
Indonesia,2004,5.552
Egypt,2004,5.17
Turkey,2004,5.147
Jordan,2004,4.586
Kenya,2004,4.32
Lebanon,2004,4.168
France,2004,3.988
Mauritania,2004,3.564
Yemen,2004,3.27
Georgia,2004,3.178
Peru,2004,3.124
Morocco,2004,3.05
Honduras,2004,3.044
Italy,2004,2.791
Greece,2004,2.648
Haiti,2004,2.49
Macedonia,2004,2.185
Germany,2004,2.164
Tunisia,2004,1.586
Sweden,2004,1.463
Trinidad and Tobago,2004,1.463
Guatemala,2004,1.393
Venezuela,2004,1.087
Ecuador,2004,1.033
Mexico,2004,0.943
Netherlands,2004,0.838
Cambodia,2004,0.81
Tajikistan,2004,0.733
Argentina,2004,0.642
Djibouti,2004,0.496
Uruguay,2004,0.458
South Africa,2004,0.449
Bolivia,2004,0.267
Croatia,2004,0.267
Japan,2004,0.258
Azerbaijan,2004,0.181
Ukraine,2004,0.172
Switzerland,2004,0.143
New Zealand,2004,0.124
Swaziland,2004,0.115
Bulgaria,2004,0.105
Canada,2004,0.076
Czech Republic,2004,0.067
Albania,2004,0.048
Armenia,2004,0.048
Poland,2004,0.048
Ireland,2004,0.038
Norway,2004,0.038
Vietnam,2004,0.038
Belarus,2004,0.029
Turkmenistan,2004,0.029
Malaysia,2004,0.019
Zambia,2004,0.019
Australia,2004,0.01
Guyana,2004,0.01
Austria,2004,0
Botswana,2004,0
Costa Rica,2004,0
Denmark,2004,0
Dominican Republic,2004,0
Estonia,2004,0
Finland,2004,0
Ghana,2004,0
Guinea,2004,0
Gambia,2004,0
Hungary,2004,0
Iceland,2004,0
Jamaica,2004,0
Lesotho,2004,0
Lithuania,2004,0
Latvia,2004,0
Mauritius,2004,0
Malawi,2004,0
Nicaragua,2004,0
Panama,2004,0
Portugal,2004,0
Paraguay,2004,0
Romania,2004,0
Singapore,2004,0
Sierra Leone,2004,0
El Salvador,2004,0
Slovenia,2004,0
United States,2002,7.397
Philippines,2002,6.404
Uganda,2002,6.011
Pakistan,2002,5.982
Indonesia,2002,5.95
Turkey,2002,5.595
Spain,2002,4.604
Morocco,2002,4.369
France,2002,4.04
United Kingdom,2002,3.97
Thailand,2002,3.674
Guinea,2002,3.562
Yemen,2002,3.553
Macedonia,2002,3.551
Italy,2002,3.446
Peru,2002,3.409
Kenya,2002,3.138
Greece,2002,3.121
Lebanon,2002,3.003
Tunisia,2002,2.919
Haiti,2002,2.685
Sierra Leone,2002,2.632
Georgia,2002,2.595
Cambodia,2002,2.501
Venezuela,2002,2.437
South Africa,2002,2.377
Ecuador,2002,2.014
Tajikistan,2002,2.007
Mexico,2002,1.896
Germany,2002,1.825
Guatemala,2002,1.822
Netherlands,2002,1.503
Japan,2002,1.438
Jordan,2002,1.326
Ukraine,2002,0.929
Azerbaijan,2002,0.901
Bulgaria,2002,0.901
Zambia,2002,0.894
Switzerland,2002,0.831
Argentina,2002,0.621
New Zealand,2002,0.496
Swaziland,2002,0.487
Armenia,2002,0.477
Bolivia,2002,0.458
Canada,2002,0.449
Croatia,2002,0.439
Albania,2002,0.367
Czech Republic,2002,0.267
Paraguay,2002,0.253
Malaysia,2002,0.248
Poland,2002,0.191
Ireland,2002,0.162
Norway,2002,0.153
Vietnam,2002,0.153
Belarus,2002,0.115
Turkmenistan,2002,0.115
Honduras,2002,0.076
Latvia,2002,0.048
Panama,2002,0.048
Sweden,2002,0.048
Egypt,2002,0.043
Australia,2002,0.038
Gambia,2002,0.038
Guyana,2002,0.038
Estonia,2002,0.029
Nicaragua,2002,0.01
Austria,2002,0
Botswana,2002,0
Costa Rica,2002,0
Djibouti,2002,0
Denmark,2002,0
Dominican Republic,2002,0
Finland,2002,0
Ghana,2002,0
Hungary,2002,0
Iceland,2002,0
Jamaica,2002,0
Lesotho,2002,0
Lithuania,2002,0
Mauritania,2002,0
Mauritius,2002,0
Malawi,2002,0
Portugal,2002,0
Romania,2002,0
Singapore,2002,0
El Salvador,2002,0
Slovenia,2002,0
Trinidad and Tobago,2002,0
Uruguay,2002,0
United States,2001,8.049
Indonesia,2001,6.391
Pakistan,2001,6.023
Philippines,2001,6.005
Uganda,2001,5.668
Spain,2001,4.999
Kenya,2001,4.632
United Kingdom,2001,4.303
Guinea,2001,4.21
Turkey,2001,4.168
Macedonia,2001,4.077
Thailand,2001,4.045
Sierra Leone,2001,3.86
France,2001,3.739
Peru,2001,3.612
Tunisia,2001,3.579
Greece,2001,3.419
Lebanon,2001,3.217
Cambodia,2001,3.127
South Africa,2001,3.085
Yemen,2001,2.868
Georgia,2001,2.833
Tajikistan,2001,2.735
Italy,2001,2.621
Germany,2001,2.463
Jordan,2001,2.017
Haiti,2001,1.96
Mexico,2001,1.898
Ecuador,2001,1.741
Bulgaria,2001,1.589
Ukraine,2001,1.586
Venezuela,2001,1.574
Azerbaijan,2001,1.566
Zambia,2001,1.562
Japan,2001,1.544
Netherlands,2001,1.413
Canada,2001,1.14
Armenia,2001,1.12
Guatemala,2001,1.033
Croatia,2001,1.033
Albania,2001,0.614
Switzerland,2001,0.593
Paraguay,2001,0.509
Malaysia,2001,0.496
Poland,2001,0.439
Egypt,2001,0.377
Vietnam,2001,0.305
Argentina,2001,0.248
Belarus,2001,0.229
Czech Republic,2001,0.229
Turkmenistan,2001,0.229
Latvia,2001,0.191
Honduras,2001,0.153
Swaziland,2001,0.124
Guyana,2001,0.119
Australia,2001,0.115
Panama,2001,0.095
Sweden,2001,0.095
Ireland,2001,0.086
Gambia,2001,0.076
New Zealand,2001,0.076
Estonia,2001,0.057
Hungary,2001,0.029
Nicaragua,2001,0.019
Austria,2001,0.01
Bolivia,2001,0
Botswana,2001,0
Costa Rica,2001,0
Djibouti,2001,0
Denmark,2001,0
Dominican Republic,2001,0
Finland,2001,0
Ghana,2001,0
Iceland,2001,0
Jamaica,2001,0
Lesotho,2001,0
Lithuania,2001,0
Morocco,2001,0
